,Percent,Avg. efficiency,Sim 10,Sim 100,Sim 1000
Grid 5x5x3 at 0.02,0.02,0.31416302016302006,0.30357285857285843,0.314044759044759,0.3142971542971544
Grid 5x5x3 at 0.03,0.03,0.31416302016302006,0.309670896302633,0.31462151886702805,0.3138762427525904
Grid 5x5x3 at 0.04,0.04,0.31416302016302006,0.31996943371943404,0.3161560131560136,0.31462680001430077
Grid 5x5x3 at 0.05,0.05,0.31416302016302006,0.3152790624643146,0.3129189791024325,0.31433754567774436
Grid 5x5x3 at 0.1,0.1,0.31416302016302006,0.3164390819390815,0.3141562348062345,0.3143014085514085
Grid 5x5x3 at 0.15,0.15,0.31416302016302006,0.3131156748413644,0.31447025953238356,0.31445382772156427
Grid 5x5x3 at 0.2,0.2,0.31416302016302006,0.31509530959530874,0.314031048906048,0.3139854804804798
Grid 5x5x3 at 0.25,0.25,0.31416302016302006,0.31593617057774004,0.31362400221856157,0.31416531608800957
Grid 5x5x3 at 0.5,0.5,0.31416302016302006,0.31303226083226304,0.3143117546117569,0.3141156985557011
Grid 5x4x4 at 0.01,0.01,0.3111226642555755,0.32099330357142847,0.31384858630952367,0.3119146081349208
Grid 5x4x4 at 0.02,0.02,0.3111226642555755,0.30817835270591176,0.312648231471066,0.31079631608548947
Grid 5x4x4 at 0.03,0.03,0.3111226642555755,0.3079598997493737,0.3100855263157898,0.31088787385129574
Grid 5x4x4 at 0.04,0.04,0.3111226642555755,0.30743255536733827,0.3123900338791644,0.3118177551916685
Grid 5x4x4 at 0.05,0.05,0.3111226642555755,0.3141186960016075,0.3114378516174405,0.3114755927265425
Grid 5x4x4 at 0.1,0.1,0.3111226642555755,0.30922380450070264,0.3108633338356435,0.31160731113120355
Grid 5x4x4 at 0.15,0.15,0.3111226642555755,0.3144410119884794,0.3121746450338213,0.31133460878373775
Grid 5x4x4 at 0.2,0.2,0.3111226642555755,0.30844921011653476,0.31075922053948035,0.31085642078561265
Grid 5x4x4 at 0.25,0.25,0.3111226642555755,0.31127858147478266,0.3119478902953572,0.31122704038577337
Grid 5x4x4 at 0.5,0.5,0.3111226642555755,0.31235254671489193,0.311096108348406,0.31113413476994506
Grid 10x4x2 at 0.01,0.01,0.2765768127793444,0.26748799377705623,0.2768543331668332,0.2778463710768399
Grid 10x4x2 at 0.02,0.02,0.2765768127793444,0.27525975774007266,0.2804807447583039,0.27735427566746435
Grid 10x4x2 at 0.03,0.03,0.2765768127793444,0.27701830917620424,0.2772239503186874,0.276153940489335
Grid 10x4x2 at 0.04,0.04,0.2765768127793444,0.27595567366318396,0.276073012407005,0.2764781726178966
Grid 10x4x2 at 0.05,0.05,0.2765768127793444,0.28004298005089173,0.2758527493076545,0.27638650148199184
Grid 10x4x2 at 0.1,0.1,0.2765768127793444,0.27669629377303406,0.2761320836775739,0.27640129733575125
Grid 10x4x2 at 0.15,0.15,0.2765768127793444,0.275714310595639,0.27550684038183965,0.2763820280018849
Grid 10x4x2 at 0.2,0.2,0.2765768127793444,0.27855844555409354,0.2764694677904717,0.27680078204364145
Grid 10x4x2 at 0.25,0.25,0.2765768127793444,0.2774366319334667,0.27671447797982546,0.27651076866874236
Grid 10x4x2 at 0.5,0.5,0.2765768127793444,0.2752998131439598,0.276685977656311,0.27661519247717975
Grid 20x2x2 at 0.01,0.01,0.22311107626289664,0.23435678935304022,0.22150292780243908,0.22241521492098487
Grid 20x2x2 at 0.02,0.02,0.22311107626289664,0.2326191192011442,0.22439283383461972,0.22287485726385153
Grid 20x2x2 at 0.03,0.03,0.22311107626289664,0.2330191652602646,0.22674946777033927,0.22400219611537883
Grid 20x2x2 at 0.04,0.04,0.22311107626289664,0.22185659314009257,0.22404058150879164,0.22240257654380932
Grid 20x2x2 at 0.05,0.05,0.22311107626289664,0.22413616821084198,0.22614408193378385,0.22301935938888923
Grid 20x2x2 at 0.1,0.1,0.22311107626289664,0.221423583620183,0.22422140659514833,0.2228437561662777
Grid 20x2x2 at 0.15,0.15,0.22311107626289664,0.2219729868492947,0.22250528753708113,0.223166275242495
Grid 20x2x2 at 0.2,0.2,0.22311107626289664,0.22252174228900187,0.22354390043997482,0.22330071242766455
Grid 20x2x2 at 0.25,0.25,0.22311107626289664,0.2251469798519869,0.2224102117097319,0.22292356829259558
Grid 20x2x2 at 0.5,0.5,0.22311107626289664,0.22253773557337037,0.22298738800548265,0.2231182130097527
Grid 20x4x1 at 0.01,0.01,0.21140401209938198,0.21088920438705167,0.2123883461605259,0.21081210388708
Grid 20x4x1 at 0.02,0.02,0.21140401209938198,0.20942479508957645,0.21393976698957673,0.21153377742188958
Grid 20x4x1 at 0.03,0.03,0.21140401209938198,0.21588257053946744,0.21309139596937388,0.2115560682306261
Grid 20x4x1 at 0.04,0.04,0.21140401209938198,0.208962186331082,0.2098656792086935,0.21154648151866795
Grid 20x4x1 at 0.05,0.05,0.21140401209938198,0.21401350025555263,0.21360838051604797,0.21184743408969303
Grid 20x4x1 at 0.1,0.1,0.21140401209938198,0.2125450830069811,0.21150039625407285,0.2115326982645294
Grid 20x4x1 at 0.15,0.15,0.21140401209938198,0.21335152929905923,0.21199411035060045,0.21135060195900154
Grid 20x4x1 at 0.2,0.2,0.21140401209938198,0.21302263860731271,0.21110580822063454,0.21124175463521666
Grid 20x4x1 at 0.25,0.25,0.21140401209938198,0.21136123343112717,0.21164038008326183,0.21127533496543235
Grid 20x4x1 at 0.5,0.5,0.21140401209938198,0.2101388791858409,0.21124310562649642,0.21142013561369938
Grid 10x3x3 at 0.01,0.01,0.27284782217366477,0.26529884381736224,0.26951433134766467,0.2741082580656654
Grid 10x3x3 at 0.02,0.02,0.27284782217366477,0.2699152572755059,0.2736127631857448,0.2721538244881414
Grid 10x3x3 at 0.03,0.03,0.27284782217366477,0.26549639272668357,0.27240533429226416,0.27349191038330045
Grid 10x3x3 at 0.04,0.04,0.27284782217366477,0.27344652837643524,0.27378920326817563,0.27246030106964675
Grid 10x3x3 at 0.05,0.05,0.27284782217366477,0.27820604374843794,0.272681512793109,0.2730392536875707
Grid 10x3x3 at 0.1,0.1,0.27284782217366477,0.2772939496347731,0.27350714603055376,0.2731473733923169
Grid 10x3x3 at 0.15,0.15,0.27284782217366477,0.2739445870269489,0.27333230438908396,0.27278152572838466
Grid 10x3x3 at 0.2,0.2,0.27284782217366477,0.2731249560884387,0.2725889763586386,0.2726427897892776
Grid 10x3x3 at 0.25,0.25,0.27284782217366477,0.2741107234142676,0.2729976496987227,0.27302749587323966
Grid 10x3x3 at 0.5,0.5,0.27284782217366477,0.27173699563025494,0.2726713363762061,0.27276372804474025
Grid 5x5x4 at 0.01,0.01,0.2877463815645634,0.3019957511624177,0.28850939772909456,0.28778553063098494
Grid 5x5x4 at 0.02,0.02,0.2877463815645634,0.2823495233722509,0.2878299645079951,0.28801064905913437
Grid 5x5x4 at 0.03,0.03,0.2877463815645634,0.2941826028442194,0.2892075917909253,0.28778042850340874
Grid 5x5x4 at 0.04,0.04,0.2877463815645634,0.2839098597810722,0.28873345376565096,0.28731095214409624
Grid 5x5x4 at 0.05,0.05,0.2877463815645634,0.2859452023845964,0.2876555672161732,0.28733119645225713
Grid 5x5x4 at 0.1,0.1,0.2877463815645634,0.2861042058390534,0.28758813532146765,0.28781951080064644
Grid 5x5x4 at 0.15,0.15,0.2877463815645634,0.2868359885531592,0.2882120969191668,0.2877141384504004
Grid 5x5x4 at 0.2,0.2,0.2877463815645634,0.2858790429548005,0.28725294558135456,0.2876245702697972
Grid 5x5x4 at 0.25,0.25,0.2877463815645634,0.2858076362470312,0.28733753698602277,0.28760218760476436
Grid 5x5x4 at 0.5,0.5,0.2877463815645634,0.28844611264156983,0.2876082839214685,0.2877230700730273
Grid 10x5x2 at 0.01,0.01,0.25658953280165403,0.26185364579303966,0.25605058381573537,0.25640994779631077
Grid 10x5x2 at 0.02,0.02,0.25658953280165403,0.2558997469982322,0.2579462643136889,0.25632178095473585
Grid 10x5x2 at 0.03,0.03,0.25658953280165403,0.25503233111819007,0.2562119691008584,0.25579506377460964
Grid 10x5x2 at 0.04,0.04,0.25658953280165403,0.25634331227134277,0.257417255724074,0.25677680095577887
Grid 10x5x2 at 0.05,0.05,0.25658953280165403,0.25185584617402823,0.2585627324975812,0.25685894898031314
Grid 10x5x2 at 0.1,0.1,0.25658953280165403,0.25489947874796287,0.2579846312217516,0.2566080786945931
Grid 10x5x2 at 0.15,0.15,0.25658953280165403,0.25638114878013796,0.25687488269306374,0.2567006601628816
Grid 10x5x2 at 0.2,0.2,0.25658953280165403,0.25644722673510484,0.25663700386313965,0.25651007509465795
Grid 10x5x2 at 0.25,0.25,0.25658953280165403,0.2580462824493132,0.2570098126116311,0.2565511632777999
Grid 10x5x2 at 0.5,0.5,0.25658953280165403,0.2556237180888695,0.25659806980337274,0.25658643643169377
Grid 10x10x1 at 0.01,0.01,0.21796604695891678,0.21913234154767122,0.22050110925913052,0.21790809504913786
Grid 10x10x1 at 0.02,0.02,0.21796604695891678,0.21780447077349957,0.21590500331186635,0.21837673547239092
Grid 10x10x1 at 0.03,0.03,0.21796604695891678,0.21761096936007857,0.219555106069961,0.21776143298780007
Grid 10x10x1 at 0.04,0.04,0.21796604695891678,0.22125807586814758,0.21645876683270884,0.2178113948955419
Grid 10x10x1 at 0.05,0.05,0.21796604695891678,0.21637689525434656,0.21800267253212915,0.21799802204776828
Grid 10x10x1 at 0.1,0.1,0.21796604695891678,0.21596120085268855,0.21715534154315286,0.21744736803451992
Grid 10x10x1 at 0.15,0.15,0.21796604695891678,0.21875547826439043,0.21808806956505947,0.2178759884370265
Grid 10x10x1 at 0.2,0.2,0.21796604695891678,0.21672244924729273,0.21794538173873015,0.2179604338660773
Grid 10x10x1 at 0.25,0.25,0.21796604695891678,0.2183601724577658,0.21870704425303333,0.2178680712752615
